season,round,date,name,venue,heat,phase,gate,rider,points,position,rank
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Bartosz Zmarzlik,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Matej Žagar,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Max Fricke,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Maciej Janowski,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Bartosz Zmarzlik,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Martin Vaculik,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Mikkel Michelsen,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Artiom Łaguta,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Jack Holder,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Patryk Dudek,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Niels Kristian Iversen,0,x,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Emil Sajfutdinow,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Fredrik Lindgren,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Leon Madsen,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Max Fricke,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Antonio Lindbäck,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Tai Woffinden,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Jason Doyle,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Matej Žagar,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Maciej Janowski,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Artiom Łaguta,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Antonio Lindbäck,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Max Fricke,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Leon Madsen,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Jason Doyle,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Bartosz Zmarzlik,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Wiktor Trofimow,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Niels Kristian Iversen,,x,5
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Emil Sajfutdinow,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Tai Woffinden,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Patryk Dudek,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Martin Vaculik,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Fredrik Lindgren,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Jack Holder,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Mikkel Michelsen,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Matej Žagar,0,x,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Fredrik Lindgren,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Bartosz Zmarzlik,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Tai Woffinden,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Leon Madsen,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Maciej Janowski,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Artiom Łaguta,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Jason Doyle,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Emil Sajfutdinow,0,x,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Bartosz Zmarzlik,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Maciej Janowski,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Artiom Łaguta,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Fredrik Lindgren,0,d,4
